Serving HTTP on 0.0.0.0 port 8899 (http://0.0.0.0:8899/) ...
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-014_Sylveon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-022_Flapple.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-049_Pidgeot.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-012_Espeon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-069_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-059_Jynx.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-051_Alolan_Sandslash.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-066_Togedemaru.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-061_Kadabra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /img/1-2-023_Appletun.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:02] "GET /icons/icon-512.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/2-2-016_Alakazam.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/1-4-047_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/2-2-065_Alcremie.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/1-2-035_Chimchar.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/1-2-060_Abra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/1-2-050_Alolan_Sandshrew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/1-2-046_Boltund.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:51:43] "GET /img/1-2-042_Flareon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:44] "GET /?v=6b HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:44] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:44] "GET /assets/app.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/2-2-051_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:45] "GET /img/2-1-030_Frigibax.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 12:52:47] "GET /sw.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:53:09] "GET /?v=6b HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:53:10] "GET /assets/app.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:53:10] "GET /assets/style.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:53:10] "GET /sw.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:53:10] "GET / HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:53:10] "GET /index.html HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 12:59:35] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 12:59:35] "GET /** HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:09:49] "GET /data/roster.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 13:09:49] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:09:49] "GET /assets/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:09:49] "GET /data/bosses.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 13:09:49] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:09:49] "GET /data/pool.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 13:09:49] "GET /data/typechart.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 13:10:03] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:10:13] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:11:10] "GET / HTTP/1.1" 200 -
192.168.1.14 - - [22/Sep/2026 13:11:10] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:11:12] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:12:05] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:15:12] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:15:12] "GET /** HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:27:53] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:53] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:53] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /assets/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /icons/bolt-transparent.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /data/bosses.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /data/typechart.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /data/pool.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /data/roster.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-003_Koraidon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-025_Drednaw.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-012_Espeon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-005_Snorlax.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-014_Sylveon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-021_Metagross.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-022_Flapple.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-002_Groudon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-023_Appletun.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:54] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:55] "GET /icons/icon-512.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:55] "GET /icons/icon-192.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:55] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:56] "GET /img/1-2-069_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:56] "GET /img/1-2-049_Pidgeot.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:59] "GET /img/1-2-059_Jynx.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:59] "GET /img/1-2-051_Alolan_Sandslash.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:59] "GET /img/1-2-070_Onix.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:27:59] "GET /img/1-2-066_Togedemaru.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:01] "GET /img/1-2-061_Kadabra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/1-2-060_Abra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/2-2-016_Alakazam.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/1-4-047_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/1-2-050_Alolan_Sandshrew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/1-2-046_Boltund.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/1-2-052_Bronzor.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/1-2-053_Bronzong.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:02] "GET /img/2-2-065_Alcremie.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:10] "GET /img/2-1-029_Charcadet.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:10] "GET /img/1-2-035_Chimchar.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:10] "GET /img/2-1-044_Drifblim.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:11] "GET /img/2-1-043_Drifloon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:11] "GET /img/2-1-017_Flygon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:11] "GET /img/1-2-042_Flareon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:11] "GET /img/2-2-051_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:11] "GET /img/2-1-030_Frigibax.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:12] "GET /img/1-2-044_Glaceon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:12] "GET /img/1-2-033_Grotle.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/2-2-017_Arctozolt.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/2-2-004_Charizard.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/2-1-057_Arcanine.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/2-2-061_Budew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/2-1-002_Cinderace.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/2-2-028_Crocalor.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/1-1-041_Dedenne.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/1-1-068_Cramorant.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/1-1-010_Blastoise.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:13] "GET /img/1-1-061_Charjabug.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:14] "GET /img/2-2-013_Aerodactyl.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:14] "GET /img/2-2-025_Absol.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:21] "GET /img/2-2-039_Dewott.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:21] "GET /img/1-1-064_Dodrio.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:21] "GET /img/1-1-063_Doduo.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:21] "GET /img/2-2-015_Dracovish.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:21] "GET /img/2-2-014_Dracozolt.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:23] "GET /img/2-1-039_Drizzile.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:28:23] "GET /img/2-2-003_Duraludon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:08] "GET /img/1-2-019_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:08] "GET /img/1-2-013_Leafeon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:08] "GET /img/1-2-017_Infernape.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:08] "GET /img/1-2-024_Alcremie.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:14] "GET /img/1-2-011_Jolteon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:14] "GET /img/1-2-004_Pikachu.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:24] "GET /img/1-2-056_Flygon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:28] "GET /img/1-2-028_Quaquaval.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:28] "GET /img/1-2-027_Skeledirge.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:28] "GET /img/1-2-041_Vaporeon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:28] "GET /img/1-2-043_Umbreon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:30] "GET /img/1-2-062_Alakazam.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/4-046_Corviknight.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_1.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/1-1-025_Zygarde.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/4-050_Flygon.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_2.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/4-049_Mimikyu.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_5.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_4.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_3.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/dc2-030_Tangrowth.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/dc4-025_Nidoking.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_6.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_9.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/st1-005_Calyrex_Ice.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_7.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_8.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_11.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/st1-006_Calyrex_Shadow.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/gs4-018_Krookodile.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_10.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/1-2-064_Drifblim.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/support_ticket_12.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:29:37] "GET /img/1-2-065_Mareanie.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:31:06] "GET /img/support_ticket_1.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:31:07] "GET /img/1-2-027_Skeledirge.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 13:32:06] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 13:32:06] "GET /** HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:12:15] "GET / HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:12:16] "GET /assets/style.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:12:16] "GET /assets/app.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:12:17] "GET /data/typechart.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:12:17] "GET /data/pool.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:12:17] "GET /data/roster.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:12:17] "GET /data/bosses.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:12:17] "GET /sw.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:13:42] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:13:44] "GET /sw.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:19:01] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:19:01] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:19:01] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:19:01] "GET /icons/apple-touch-icon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:19:01] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:19:01] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:19:01] "GET /icons/favicon-32.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:19:01] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:19:01] "GET /icons/icon-192.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:19:07] "GET /icons/apple-touch-icon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:19:07] "GET /icons/icon-192.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:21] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /assets/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /icons/bolt-transparent.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /data/pool.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /data/roster.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /data/typechart.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:22] "GET /data/bosses.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-025_Drednaw.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-003_Koraidon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-012_Espeon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-005_Snorlax.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-022_Flapple.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-021_Metagross.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-014_Sylveon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-002_Groudon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-023_Appletun.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /img/1-2-069_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /icons/icon-192.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /icons/icon-512.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:23] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:25] "GET /img/1-2-049_Pidgeot.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:27] "GET /img/1-2-055_Vibrava.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:27] "GET /img/2-1-017_Flygon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/1-2-052_Bronzor.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/1-2-051_Alolan_Sandslash.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/1-4-047_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/1-2-053_Bronzong.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/2-2-016_Alakazam.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/1-2-046_Boltund.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/2-2-065_Alcremie.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/1-2-060_Abra.webp HTTP/1.1" 200 -
